ugo_protein_id	search_database_header	species	gene_id	protein_id	raw_input_header	orthogroup	species_present_11	candidate_function	benchmark_module	candidate_tier	ugo_score	validation_priority_score	validation_priority_class	biological_discovery_case	suggested_validation_system	suggested_assay
UGOseq_000021735	UGOseq_000021735|species=Beta_vulgaris|gene=LOC104907635|protein=Beta_vulgaris|gene=LOC104907635|len=1410|source=XP_010694896.1|orthogroup=OG0000139	Beta_vulgaris	LOC104907635	Beta_vulgaris|gene=LOC104907635|len=1410|source=XP_010694896.1	Beta_vulgaris|gene=LOC104907635|len=1410|source=XP_010694896.1 PREDICTED: uncharacterized protein LOC104907635 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000021760	UGOseq_000021760|species=Beta_vulgaris|gene=LOC104907665|protein=Beta_vulgaris|gene=LOC104907665|len=944|source=XP_010694927.1|orthogroup=OG0000139	Beta_vulgaris	LOC104907665	Beta_vulgaris|gene=LOC104907665|len=944|source=XP_010694927.1	Beta_vulgaris|gene=LOC104907665|len=944|source=XP_010694927.1 PREDICTED: uncharacterized protein LOC104907665 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000021885	UGOseq_000021885|species=Beta_vulgaris|gene=LOC104907808|protein=Beta_vulgaris|gene=LOC104907808|len=346|source=XP_010695105.1|orthogroup=OG0000139	Beta_vulgaris	LOC104907808	Beta_vulgaris|gene=LOC104907808|len=346|source=XP_010695105.1	Beta_vulgaris|gene=LOC104907808|len=346|source=XP_010695105.1 PREDICTED: uncharacterized protein LOC104907808 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000021944	UGOseq_000021944|species=Beta_vulgaris|gene=LOC104907871|protein=Beta_vulgaris|gene=LOC104907871|len=465|source=XP_010695190.1|orthogroup=OG0003725	Beta_vulgaris	LOC104907871	Beta_vulgaris|gene=LOC104907871|len=465|source=XP_010695190.1	Beta_vulgaris|gene=LOC104907871|len=465|source=XP_010695190.1 PREDICTED: uncharacterized protein LOC104907871 isoform X1 [Beta vulgaris subsp. vulgaris]	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000021998	UGOseq_000021998|species=Beta_vulgaris|gene=LOC104907929|protein=Beta_vulgaris|gene=LOC104907929|len=358|source=XP_010695260.1|orthogroup=OG0000863	Beta_vulgaris	LOC104907929	Beta_vulgaris|gene=LOC104907929|len=358|source=XP_010695260.1	Beta_vulgaris|gene=LOC104907929|len=358|source=XP_010695260.1 PREDICTED: alpha-1,4-glucan-protein synthase [UDP-forming] 2 [Beta vulgaris subsp. vulgaris]	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000022007	UGOseq_000022007|species=Beta_vulgaris|gene=LOC104907939|protein=Beta_vulgaris|gene=LOC104907939|len=1281|source=XP_010695270.1|orthogroup=OG0000139	Beta_vulgaris	LOC104907939	Beta_vulgaris|gene=LOC104907939|len=1281|source=XP_010695270.1	Beta_vulgaris|gene=LOC104907939|len=1281|source=XP_010695270.1 PREDICTED: uncharacterized protein LOC104907939 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000022223	UGOseq_000022223|species=Beta_vulgaris|gene=LOC104908184|protein=Beta_vulgaris|gene=LOC104908184|len=1376|source=XP_010695571.1|orthogroup=OG0000139	Beta_vulgaris	LOC104908184	Beta_vulgaris|gene=LOC104908184|len=1376|source=XP_010695571.1	Beta_vulgaris|gene=LOC104908184|len=1376|source=XP_010695571.1 PREDICTED: uncharacterized protein LOC104908184 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000022625	UGOseq_000022625|species=Beta_vulgaris|gene=LOC104908655|protein=Beta_vulgaris|gene=LOC104908655|len=193|source=XP_010696094.1|orthogroup=OG0000139	Beta_vulgaris	LOC104908655	Beta_vulgaris|gene=LOC104908655|len=193|source=XP_010696094.1	Beta_vulgaris|gene=LOC104908655|len=193|source=XP_010696094.1 PREDICTED: uncharacterized protein LOC104908655 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000022810	UGOseq_000022810|species=Beta_vulgaris|gene=LOC104908858|protein=Beta_vulgaris|gene=LOC104908858|len=870|source=XP_010696325.1|orthogroup=OG0000139	Beta_vulgaris	LOC104908858	Beta_vulgaris|gene=LOC104908858|len=870|source=XP_010696325.1	Beta_vulgaris|gene=LOC104908858|len=870|source=XP_010696325.1 PREDICTED: uncharacterized protein LOC104908858 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000022876	UGOseq_000022876|species=Beta_vulgaris|gene=LOC104908940|protein=Beta_vulgaris|gene=LOC104908940|len=311|source=XP_010696412.1|orthogroup=OG0000139	Beta_vulgaris	LOC104908940	Beta_vulgaris|gene=LOC104908940|len=311|source=XP_010696412.1	Beta_vulgaris|gene=LOC104908940|len=311|source=XP_010696412.1 PREDICTED: uncharacterized protein LOC104908940 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000022905	UGOseq_000022905|species=Beta_vulgaris|gene=LOC104908979|protein=Beta_vulgaris|gene=LOC104908979|len=337|source=XP_010696454.1|orthogroup=OG0000154	Beta_vulgaris	LOC104908979	Beta_vulgaris|gene=LOC104908979|len=337|source=XP_010696454.1	Beta_vulgaris|gene=LOC104908979|len=337|source=XP_010696454.1 PREDICTED: uncharacterized protein LOC104908979 [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000022908	UGOseq_000022908|species=Beta_vulgaris|gene=LOC104908982|protein=Beta_vulgaris|gene=LOC104908982|len=453|source=XP_010696456.1|orthogroup=OG0000139	Beta_vulgaris	LOC104908982	Beta_vulgaris|gene=LOC104908982|len=453|source=XP_010696456.1	Beta_vulgaris|gene=LOC104908982|len=453|source=XP_010696456.1 PREDICTED: uncharacterized protein LOC104908982 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000023076	UGOseq_000023076|species=Beta_vulgaris|gene=LOC109133557|protein=Beta_vulgaris|gene=LOC109133557|len=318|source=XP_019107435.1|orthogroup=OG0000154	Beta_vulgaris	LOC109133557	Beta_vulgaris|gene=LOC109133557|len=318|source=XP_019107435.1	Beta_vulgaris|gene=LOC109133557|len=318|source=XP_019107435.1 PREDICTED: uncharacterized protein LOC109133557 isoform X1 [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000023106	UGOseq_000023106|species=Beta_vulgaris|gene=LOC109133640|protein=Beta_vulgaris|gene=LOC109133640|len=299|source=XP_019102751.1|orthogroup=OG0000154	Beta_vulgaris	LOC109133640	Beta_vulgaris|gene=LOC109133640|len=299|source=XP_019102751.1	Beta_vulgaris|gene=LOC109133640|len=299|source=XP_019102751.1 PREDICTED: uncharacterized protein LOC109133640 [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000023150	UGOseq_000023150|species=Beta_vulgaris|gene=LOC109133715|protein=Beta_vulgaris|gene=LOC109133715|len=361|source=XP_019102954.1|orthogroup=OG0000154	Beta_vulgaris	LOC109133715	Beta_vulgaris|gene=LOC109133715|len=361|source=XP_019102954.1	Beta_vulgaris|gene=LOC109133715|len=361|source=XP_019102954.1 PREDICTED: uncharacterized protein LOC109133715 [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000023245	UGOseq_000023245|species=Beta_vulgaris|gene=LOC109133881|protein=Beta_vulgaris|gene=LOC109133881|len=471|source=XP_019103324.1|orthogroup=OG0000154	Beta_vulgaris	LOC109133881	Beta_vulgaris|gene=LOC109133881|len=471|source=XP_019103324.1	Beta_vulgaris|gene=LOC109133881|len=471|source=XP_019103324.1 PREDICTED: uncharacterized protein LOC109133881 [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000023269	UGOseq_000023269|species=Beta_vulgaris|gene=LOC109133921|protein=Beta_vulgaris|gene=LOC109133921|len=629|source=XP_019103379.1|orthogroup=OG0000154	Beta_vulgaris	LOC109133921	Beta_vulgaris|gene=LOC109133921|len=629|source=XP_019103379.1	Beta_vulgaris|gene=LOC109133921|len=629|source=XP_019103379.1 PREDICTED: uncharacterized protein LOC109133921, partial [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000023299	UGOseq_000023299|species=Beta_vulgaris|gene=LOC109134289|protein=Beta_vulgaris|gene=LOC109134289|len=295|source=XP_019103425.1|orthogroup=OG0000154	Beta_vulgaris	LOC109134289	Beta_vulgaris|gene=LOC109134289|len=295|source=XP_019103425.1	Beta_vulgaris|gene=LOC109134289|len=295|source=XP_019103425.1 PREDICTED: uncharacterized protein LOC109134289 [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000023301	UGOseq_000023301|species=Beta_vulgaris|gene=LOC109134292|protein=Beta_vulgaris|gene=LOC109134292|len=382|source=XP_019103427.1|orthogroup=OG0000154	Beta_vulgaris	LOC109134292	Beta_vulgaris|gene=LOC109134292|len=382|source=XP_019103427.1	Beta_vulgaris|gene=LOC109134292|len=382|source=XP_019103427.1 PREDICTED: uncharacterized protein LOC109134292 [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000023315	UGOseq_000023315|species=Beta_vulgaris|gene=LOC109134329|protein=Beta_vulgaris|gene=LOC109134329|len=362|source=XP_019103449.1|orthogroup=OG0000154	Beta_vulgaris	LOC109134329	Beta_vulgaris|gene=LOC109134329|len=362|source=XP_019103449.1	Beta_vulgaris|gene=LOC109134329|len=362|source=XP_019103449.1 PREDICTED: uncharacterized protein LOC109134329, partial [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000023338	UGOseq_000023338|species=Beta_vulgaris|gene=LOC109134372|protein=Beta_vulgaris|gene=LOC109134372|len=144|source=XP_019103536.1|orthogroup=OG0000139	Beta_vulgaris	LOC109134372	Beta_vulgaris|gene=LOC109134372|len=144|source=XP_019103536.1	Beta_vulgaris|gene=LOC109134372|len=144|source=XP_019103536.1 PREDICTED: uncharacterized protein LOC109134372 isoform X1 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000023438	UGOseq_000023438|species=Beta_vulgaris|gene=LOC109134555|protein=Beta_vulgaris|gene=LOC109134555|len=1357|source=XP_019103872.1|orthogroup=OG0000139	Beta_vulgaris	LOC109134555	Beta_vulgaris|gene=LOC109134555|len=1357|source=XP_019103872.1	Beta_vulgaris|gene=LOC109134555|len=1357|source=XP_019103872.1 PREDICTED: uncharacterized protein LOC109134555 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000023442	UGOseq_000023442|species=Beta_vulgaris|gene=LOC109134559|protein=Beta_vulgaris|gene=LOC109134559|len=252|source=XP_019103878.1|orthogroup=OG0000139	Beta_vulgaris	LOC109134559	Beta_vulgaris|gene=LOC109134559|len=252|source=XP_019103878.1	Beta_vulgaris|gene=LOC109134559|len=252|source=XP_019103878.1 PREDICTED: uncharacterized protein LOC109134559 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
